"Team","Year","Pick_number","stuart","johnson","hill","otc","pff","CBS","Round","future_pick"
"DET",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"LV",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"ATL",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"CAR",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"PHI",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"TEN",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"NYJ",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"NE",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"GB",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"WAS",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"PIT",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"TB",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"MIA",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"LAC",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"BAL",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"MIN",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"JAX",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"NYG",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"DAL",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"BUF",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"CIN",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"NO",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"KC",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"LAR",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"CLE",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"DEN",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"SF",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Half round later"
"CHI",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"HOU",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"ARI",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"IND",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"SEA",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"DET",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"LV",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"ATL",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"CAR",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"PHI",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"TEN",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"NYJ",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"NE",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"GB",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"WAS",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"PIT",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"TB",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"MIA",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"LAC",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"BAL",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"MIN",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"JAX",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"NYG",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"DAL",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"BUF",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"CIN",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"NO",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"KC",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"LAR",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"CLE",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"DEN",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"SF",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"CHI",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"HOU",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"ARI",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"IND",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"SEA",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"DET",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"LV",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"ATL",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"CAR",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"PHI",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"TEN",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"NYJ",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"NE",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"GB",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"WAS",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"PIT",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"TB",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"MIA",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"LAC",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"BAL",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"MIN",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"JAX",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"NYG",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"DAL",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"BUF",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"CIN",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"NO",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"KC",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"LAR",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"CLE",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"DEN",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
"SF",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Half round later"
